year,month,carrier,tailnum,origin,dest,subroute,route_frequency
2008,8,UA,N942UA,DEN,IAH,DEN-IAH,3
2008,8,UA,N942UA,DEN,ICT,DEN-ICT,1
2008,8,UA,N942UA,ORD,JAX,ORD-JAX,1
2008,8,UA,N942UA,SEA,LAX,SEA-LAX,1
2008,8,UA,N942UA,ORD,LGA,ORD-LGA,2
2008,8,UA,N942UA,DEN,MCI,DEN-MCI,2
2008,8,UA,N942UA,ORD,MSP,ORD-MSP,1
2008,8,UA,N942UA,ORD,OMA,ORD-OMA,7
2008,8,UA,N942UA,ATL,ORD,ATL-ORD,2
2008,8,UA,N942UA,BOI,ORD,BOI-ORD,1
2008,8,UA,N942UA,BOS,ORD,BOS-ORD,1
2008,8,UA,N942UA,BUF,ORD,BUF-ORD,3
2008,8,UA,N942UA,CLE,ORD,CLE-ORD,1
2008,8,UA,N942UA,CLT,ORD,CLT-ORD,1
2008,8,UA,N942UA,CVG,ORD,CVG-ORD,1
2008,8,UA,N942UA,DEN,ORD,DEN-ORD,1
2008,8,UA,N942UA,DSM,ORD,DSM-ORD,2
2008,8,UA,N942UA,DTW,ORD,DTW-ORD,1
2008,8,UA,N942UA,EWR,ORD,EWR-ORD,1
2008,8,UA,N942UA,GSO,ORD,GSO-ORD,1
2008,8,UA,N942UA,JAX,ORD,JAX-ORD,1
2008,8,UA,N942UA,LGA,ORD,LGA-ORD,2
2008,8,UA,N942UA,MCI,ORD,MCI-ORD,1
2008,8,UA,N942UA,MSP,ORD,MSP-ORD,1
2008,8,UA,N942UA,OMA,ORD,OMA-ORD,3
2008,8,UA,N942UA,PIT,ORD,PIT-ORD,4
2008,8,UA,N942UA,PVD,ORD,PVD-ORD,1
2008,8,UA,N942UA,RDU,ORD,RDU-ORD,1
2008,8,UA,N942UA,RIC,ORD,RIC-ORD,1
2008,8,UA,N942UA,ROC,ORD,ROC-ORD,4
2008,8,UA,N942UA,SLC,ORD,SLC-ORD,1
2008,8,UA,N942UA,SFO,PDX,SFO-PDX,1
2008,8,UA,N942UA,ORD,PIT,ORD-PIT,3
2008,8,UA,N942UA,ORD,PVD,ORD-PVD,1
2008,8,UA,N942UA,ORD,RDU,ORD-RDU,1
2008,8,UA,N942UA,ORD,RIC,ORD-RIC,1
2008,8,UA,N942UA,ORD,ROC,ORD-ROC,4
2008,8,UA,N942UA,DEN,SAN,DEN-SAN,2
2008,8,UA,N942UA,SFO,SAN,SFO-SAN,1
2008,8,UA,N942UA,DEN,SAT,DEN-SAT,2
2008,8,UA,N942UA,SFO,SEA,SFO-SEA,2
2008,8,UA,N942UA,BUR,SFO,BUR-SFO,1
2008,8,UA,N942UA,DEN,SFO,DEN-SFO,1
2008,8,UA,N942UA,LAX,SFO,LAX-SFO,1
2008,8,UA,N942UA,SAN,SFO,SAN-SFO,1
2008,8,UA,N942UA,SLC,SFO,SLC-SFO,1
2008,8,UA,N942UA,DEN,SLC,DEN-SLC,2
2008,8,UA,N942UA,DEN,STL,DEN-STL,1
2008,8,UA,N942UA,DEN,TUL,DEN-TUL,1
2008,9,UA,N942UA,DEN,ABQ,DEN-ABQ,2
2008,9,UA,N942UA,ORD,ALB,ORD-ALB,2
2008,9,UA,N942UA,ORD,ATL,ORD-ATL,1
2008,9,UA,N942UA,DEN,BIL,DEN-BIL,1
2008,9,UA,N942UA,DEN,BOI,DEN-BOI,1
2008,9,UA,N942UA,ORD,CLE,ORD-CLE,1
2008,9,UA,N942UA,ORD,CLT,ORD-CLT,1
2008,9,UA,N942UA,ORD,CMH,ORD-CMH,1
2008,9,UA,N942UA,ORD,CVG,ORD-CVG,1
2008,9,UA,N942UA,ORD,DAY,ORD-DAY,1
2008,9,UA,N942UA,ORD,DCA,ORD-DCA,4
2008,9,UA,N942UA,ABQ,DEN,ABQ-DEN,2
2008,9,UA,N942UA,BIL,DEN,BIL-DEN,1
2008,9,UA,N942UA,BOI,DEN,BOI-DEN,1
2008,9,UA,N942UA,DFW,DEN,DFW-DEN,1
2008,9,UA,N942UA,DSM,DEN,DSM-DEN,2
2008,9,UA,N942UA,ICT,DEN,ICT-DEN,1
2008,9,UA,N942UA,LAX,DEN,LAX-DEN,1
2008,9,UA,N942UA,MSP,DEN,MSP-DEN,1
2008,9,UA,N942UA,OMA,DEN,OMA-DEN,2
2008,9,UA,N942UA,SAN,DEN,SAN-DEN,1
2008,9,UA,N942UA,SJC,DEN,SJC-DEN,1
2008,9,UA,N942UA,SMF,DEN,SMF-DEN,1
2008,9,UA,N942UA,SNA,DEN,SNA-DEN,1
2008,9,UA,N942UA,STL,DEN,STL-DEN,1
2008,9,UA,N942UA,ORD,DFW,ORD-DFW,2
2008,9,UA,N942UA,DEN,DSM,DEN-DSM,2
2008,9,UA,N942UA,ORD,DSM,ORD-DSM,1
2008,9,UA,N942UA,ORD,DTW,ORD-DTW,1
2008,9,UA,N942UA,ORD,GRR,ORD-GRR,1
2008,9,UA,N942UA,DEN,IAH,DEN-IAH,2
2008,9,UA,N942UA,DEN,ICT,DEN-ICT,1
2008,9,UA,N942UA,ORD,IND,ORD-IND,1
2008,9,UA,N942UA,ORD,JAX,ORD-JAX,1
2008,9,UA,N942UA,SEA,LAX,SEA-LAX,1
2008,9,UA,N942UA,SFO,LAX,SFO-LAX,2
2008,9,UA,N942UA,ORD,LGA,ORD-LGA,3
2008,9,UA,N942UA,DEN,MSP,DEN-MSP,1
2008,9,UA,N942UA,ORD,MSP,ORD-MSP,4
2008,9,UA,N942UA,DEN,OMA,DEN-OMA,2
2008,9,UA,N942UA,ORD,OMA,ORD-OMA,2
2008,9,UA,N942UA,ALB,ORD,ALB-ORD,2
2008,9,UA,N942UA,ATL,ORD,ATL-ORD,1
2008,9,UA,N942UA,CLE,ORD,CLE-ORD,1
2008,9,UA,N942UA,CLT,ORD,CLT-ORD,1
2008,9,UA,N942UA,CMH,ORD,CMH-ORD,1
2008,9,UA,N942UA,CVG,ORD,CVG-ORD,1
2008,9,UA,N942UA,DAY,ORD,DAY-ORD,1
2008,9,UA,N942UA,DCA,ORD,DCA-ORD,4
2008,9,UA,N942UA,DEN,ORD,DEN-ORD,1
2008,9,UA,N942UA,DFW,ORD,DFW-ORD,1
2008,9,UA,N942UA,DSM,ORD,DSM-ORD,1
2008,9,UA,N942UA,DTW,ORD,DTW-ORD,1
2008,9,UA,N942UA,GRR,ORD,GRR-ORD,1
2008,9,UA,N942UA,IAH,ORD,IAH-ORD,2
2008,9,UA,N942UA,JAX,ORD,JAX-ORD,1
2008,9,UA,N942UA,LGA,ORD,LGA-ORD,3
2008,9,UA,N942UA,MSP,ORD,MSP-ORD,4
2008,9,UA,N942UA,OMA,ORD,OMA-ORD,2
2008,9,UA,N942UA,PHL,ORD,PHL-ORD,1
2008,9,UA,N942UA,ROC,ORD,ROC-ORD,1
2008,9,UA,N942UA,ORD,PHL,ORD-PHL,1
2008,9,UA,N942UA,ORD,ROC,ORD-ROC,1
2008,9,UA,N942UA,SFO,SAN,SFO-SAN,3
2008,9,UA,N942UA,DEN,SFO,DEN-SFO,1
2008,9,UA,N942UA,LAX,SFO,LAX-SFO,2
2008,9,UA,N942UA,SAN,SFO,SAN-SFO,2
2008,9,UA,N942UA,DEN,SJC,DEN-SJC,1
2008,9,UA,N942UA,DEN,SMF,DEN-SMF,1
2008,9,UA,N942UA,DEN,SNA,DEN-SNA,1
2008,9,UA,N942UA,ORD,STL,ORD-STL,1
2008,10,UA,N942UA,DEN,ABQ,DEN-ABQ,3
2008,10,UA,N942UA,ORD,ALB,ORD-ALB,1
2008,10,UA,N942UA,ORD,ATL,ORD-ATL,4
2008,10,UA,N942UA,ORD,BDL,ORD-BDL,4
2008,10,UA,N942UA,DEN,BIL,DEN-BIL,2
2008,10,UA,N942UA,ORD,BOS,ORD-BOS,2
2008,10,UA,N942UA,ORD,BUF,ORD-BUF,5
2008,10,UA,N942UA,ORD,BWI,ORD-BWI,1
2008,10,UA,N942UA,ORD,CLE,ORD-CLE,1
2008,10,UA,N942UA,ORD,CLT,ORD-CLT,2
2008,10,UA,N942UA,ORD,CMH,ORD-CMH,1
2008,10,UA,N942UA,ORD,CVG,ORD-CVG,2
2008,10,UA,N942UA,ORD,DAY,ORD-DAY,1
2008,10,UA,N942UA,ORD,DCA,ORD-DCA,4
2008,10,UA,N942UA,ABQ,DEN,ABQ-DEN,3
2008,10,UA,N942UA,BIL,DEN,BIL-DEN,2
2008,10,UA,N942UA,MCI,DEN,MCI-DEN,2
2008,10,UA,N942UA,STL,DEN,STL-DEN,3
2008,10,UA,N942UA,ORD,DSM,ORD-DSM,3
2008,10,UA,N942UA,ORD,GRR,ORD-GRR,4
2008,10,UA,N942UA,ORD,IAD,ORD-IAD,1
2008,10,UA,N942UA,DEN,IAH,DEN-IAH,2
2008,10,UA,N942UA,ORD,ICT,ORD-ICT,1
2008,10,UA,N942UA,ORD,IND,ORD-IND,1
2008,10,UA,N942UA,ORD,LGA,ORD-LGA,7
2008,10,UA,N942UA,DEN,MCI,DEN-MCI,2
2008,10,UA,N942UA,ORD,MCI,ORD-MCI,1
2008,10,UA,N942UA,ORD,MDT,ORD-MDT,1
2008,10,UA,N942UA,ORD,MHT,ORD-MHT,1
2008,10,UA,N942UA,ORD,MSP,ORD-MSP,7
2008,10,UA,N942UA,ORD,OMA,ORD-OMA,1
2008,10,UA,N942UA,ALB,ORD,ALB-ORD,1
2008,10,UA,N942UA,ATL,ORD,ATL-ORD,4
2008,10,UA,N942UA,BDL,ORD,BDL-ORD,4
2008,10,UA,N942UA,BOS,ORD,BOS-ORD,2
2008,10,UA,N942UA,BUF,ORD,BUF-ORD,5
2008,10,UA,N942UA,BWI,ORD,BWI-ORD,1
2008,10,UA,N942UA,CLE,ORD,CLE-ORD,1
2008,10,UA,N942UA,CLT,ORD,CLT-ORD,2
2008,10,UA,N942UA,CMH,ORD,CMH-ORD,1
2008,10,UA,N942UA,CVG,ORD,CVG-ORD,2
2008,10,UA,N942UA,DAY,ORD,DAY-ORD,1
2008,10,UA,N942UA,DCA,ORD,DCA-ORD,4
2008,10,UA,N942UA,DSM,ORD,DSM-ORD,3
2008,10,UA,N942UA,GRR,ORD,GRR-ORD,4
2008,10,UA,N942UA,IAD,ORD,IAD-ORD,1
2008,10,UA,N942UA,IAH,ORD,IAH-ORD,2
2008,10,UA,N942UA,ICT,ORD,ICT-ORD,1
2008,10,UA,N942UA,IND,ORD,IND-ORD,1
2008,10,UA,N942UA,LGA,ORD,LGA-ORD,7
2008,10,UA,N942UA,MCI,ORD,MCI-ORD,1
2008,10,UA,N942UA,MDT,ORD,MDT-ORD,1
2008,10,UA,N942UA,MHT,ORD,MHT-ORD,1
2008,10,UA,N942UA,MSP,ORD,MSP-ORD,7
2008,10,UA,N942UA,OMA,ORD,OMA-ORD,1
2008,10,UA,N942UA,PHL,ORD,PHL-ORD,1
2008,10,UA,N942UA,PIT,ORD,PIT-ORD,1
2008,10,UA,N942UA,RDU,ORD,RDU-ORD,1
2008,10,UA,N942UA,RIC,ORD,RIC-ORD,2
2008,10,UA,N942UA,ROC,ORD,ROC-ORD,4
2008,10,UA,N942UA,ORD,PHL,ORD-PHL,1
2008,10,UA,N942UA,ORD,PIT,ORD-PIT,1
2008,10,UA,N942UA,ORD,RDU,ORD-RDU,1
2008,10,UA,N942UA,ORD,RIC,ORD-RIC,2
2008,10,UA,N942UA,ORD,ROC,ORD-ROC,4
2008,10,UA,N942UA,DEN,SLC,DEN-SLC,1
2008,10,UA,N942UA,ORD,STL,ORD-STL,3
2008,11,UA,N942UA,DEN,ABQ,DEN-ABQ,2
2008,11,UA,N942UA,SFO,BUR,SFO-BUR,2
2008,11,UA,N942UA,ORD,CLE,ORD-CLE,2
2008,11,UA,N942UA,ORD,DAY,ORD-DAY,1
2008,11,UA,N942UA,ORD,DCA,ORD-DCA,3
2008,11,UA,N942UA,ABQ,DEN,ABQ-DEN,2
2008,11,UA,N942UA,IAH,DEN,IAH-DEN,1
2008,11,UA,N942UA,LAX,DEN,LAX-DEN,4
2008,11,UA,N942UA,MSP,DEN,MSP-DEN,4
2008,11,UA,N942UA,OMA,DEN,OMA-DEN,1
2008,11,UA,N942UA,PDX,DEN,PDX-DEN,1
2008,11,UA,N942UA,SAT,DEN,SAT-DEN,1
2008,11,UA,N942UA,SMF,DEN,SMF-DEN,2
2008,11,UA,N942UA,SNA,DEN,SNA-DEN,1
2008,11,UA,N942UA,TUL,DEN,TUL-DEN,1
2008,11,UA,N942UA,ORD,EWR,ORD-EWR,1
2008,11,UA,N942UA,DEN,IAD,DEN-IAD,3
2008,11,UA,N942UA,ORD,IAH,ORD-IAH,2
2008,11,UA,N942UA,SFO,LAX,SFO-LAX,8
2008,11,UA,N942UA,IAD,LGA,IAD-LGA,1
2008,11,UA,N942UA,ORD,LGA,ORD-LGA,1
2008,11,UA,N942UA,DEN,MSP,DEN-MSP,3
2008,11,UA,N942UA,ORD,MSP,ORD-MSP,8
2008,11,UA,N942UA,ORD,OMA,ORD-OMA,1
2008,11,UA,N942UA,CLE,ORD,CLE-ORD,2
2008,11,UA,N942UA,DAY,ORD,DAY-ORD,1
2008,11,UA,N942UA,DCA,ORD,DCA-ORD,3
2008,11,UA,N942UA,DEN,ORD,DEN-ORD,1
2008,11,UA,N942UA,EWR,ORD,EWR-ORD,1
2008,11,UA,N942UA,IAD,ORD,IAD-ORD,2
2008,11,UA,N942UA,IAH,ORD,IAH-ORD,1
2008,11,UA,N942UA,LGA,ORD,LGA-ORD,2
2008,11,UA,N942UA,MSP,ORD,MSP-ORD,7
2008,11,UA,N942UA,RIC,ORD,RIC-ORD,3
2008,11,UA,N942UA,DEN,PDX,DEN-PDX,1
2008,11,UA,N942UA,ORD,PHL,ORD-PHL,1
2008,11,UA,N942UA,ORD,RIC,ORD-RIC,3
2008,11,UA,N942UA,SFO,SAN,SFO-SAN,2
2008,11,UA,N942UA,DEN,SAT,DEN-SAT,1
2008,11,UA,N942UA,BUR,SFO,BUR-SFO,2
2008,11,UA,N942UA,DEN,SFO,DEN-SFO,2
2008,11,UA,N942UA,LAX,SFO,LAX-SFO,4
2008,11,UA,N942UA,SAN,SFO,SAN-SFO,2
2008,11,UA,N942UA,SLC,SFO,SLC-SFO,1
2008,11,UA,N942UA,SNA,SFO,SNA-SFO,1
2008,11,UA,N942UA,DEN,SMF,DEN-SMF,2
2008,11,UA,N942UA,DEN,SNA,DEN-SNA,2
2008,11,UA,N942UA,DEN,TUL,DEN-TUL,1
2008,12,UA,N942UA,DEN,ABQ,DEN-ABQ,1
2008,12,UA,N942UA,ORD,ATL,ORD-ATL,1
2008,12,UA,N942UA,DEN,BIL,DEN-BIL,1
2008,12,UA,N942UA,ORD,BOS,ORD-BOS,1
2008,12,UA,N942UA,ORD,BWI,ORD-BWI,2
2008,12,UA,N942UA,ORD,CLT,ORD-CLT,1
2008,12,UA,N942UA,ORD,CMH,ORD-CMH,3
2008,12,UA,N942UA,ORD,DAY,ORD-DAY,1
2008,12,UA,N942UA,ORD,DCA,ORD-DCA,1
2008,12,UA,N942UA,ABQ,DEN,ABQ-DEN,1
2008,12,UA,N942UA,BIL,DEN,BIL-DEN,1
2008,12,UA,N942UA,IAH,DEN,IAH-DEN,1
2008,12,UA,N942UA,MSP,DEN,MSP-DEN,1
2008,12,UA,N942UA,OMA,DEN,OMA-DEN,4
2008,12,UA,N942UA,SAN,DEN,SAN-DEN,1
2008,12,UA,N942UA,SEA,DEN,SEA-DEN,1
2008,12,UA,N942UA,SFO,DEN,SFO-DEN,1
2008,12,UA,N942UA,SMF,DEN,SMF-DEN,4
2008,12,UA,N942UA,STL,DEN,STL-DEN,1
2008,12,UA,N942UA,TUL,DEN,TUL-DEN,2
2008,12,UA,N942UA,ORD,DTW,ORD-DTW,1
2008,12,UA,N942UA,ORD,EWR,ORD-EWR,1
2008,12,UA,N942UA,ORD,GRR,ORD-GRR,1
2008,12,UA,N942UA,RDU,IAD,RDU-IAD,4
2008,12,UA,N942UA,DEN,IAH,DEN-IAH,2
2008,12,UA,N942UA,SFO,LAX,SFO-LAX,1
2008,12,UA,N942UA,ORD,LGA,ORD-LGA,1
2008,12,UA,N942UA,ORD,MCI,ORD-MCI,1
2008,12,UA,N942UA,DEN,MSP,DEN-MSP,3
2008,12,UA,N942UA,ORD,MSP,ORD-MSP,2
2008,12,UA,N942UA,DEN,OMA,DEN-OMA,1
2008,12,UA,N942UA,ORD,OMA,ORD-OMA,5
2008,12,UA,N942UA,ATL,ORD,ATL-ORD,1
2008,12,UA,N942UA,BOS,ORD,BOS-ORD,1
2008,12,UA,N942UA,BWI,ORD,BWI-ORD,2
2008,12,UA,N942UA,CLT,ORD,CLT-ORD,1
2008,12,UA,N942UA,CMH,ORD,CMH-ORD,3
2008,12,UA,N942UA,DAY,ORD,DAY-ORD,1
2008,12,UA,N942UA,DCA,ORD,DCA-ORD,1
2008,12,UA,N942UA,DTW,ORD,DTW-ORD,1
2008,12,UA,N942UA,EWR,ORD,EWR-ORD,1
2008,12,UA,N942UA,GRR,ORD,GRR-ORD,1
2008,12,UA,N942UA,IAD,ORD,IAD-ORD,1
2008,12,UA,N942UA,IAH,ORD,IAH-ORD,1
2008,12,UA,N942UA,LGA,ORD,LGA-ORD,1
2008,12,UA,N942UA,MCI,ORD,MCI-ORD,1
2008,12,UA,N942UA,MSP,ORD,MSP-ORD,4
2008,12,UA,N942UA,OMA,ORD,OMA-ORD,1
2008,12,UA,N942UA,PHL,ORD,PHL-ORD,2
2008,12,UA,N942UA,PVD,ORD,PVD-ORD,2
2008,12,UA,N942UA,RIC,ORD,RIC-ORD,2
2008,12,UA,N942UA,ROC,ORD,ROC-ORD,1
2008,12,UA,N942UA,SFO,PDX,SFO-PDX,1
2008,12,UA,N942UA,ORD,PHL,ORD-PHL,1
2008,12,UA,N942UA,ORD,PVD,ORD-PVD,2
2008,12,UA,N942UA,IAD,RDU,IAD-RDU,3
2008,12,UA,N942UA,ORD,RDU,ORD-RDU,1
2008,12,UA,N942UA,ORD,RIC,ORD-RIC,2
2008,12,UA,N942UA,ORD,ROC,ORD-ROC,1
2008,12,UA,N942UA,DEN,SAN,DEN-SAN,2
2008,12,UA,N942UA,SFO,SEA,SFO-SEA,1
2008,12,UA,N942UA,LAX,SFO,LAX-SFO,2
2008,12,UA,N942UA,PDX,SFO,PDX-SFO,1
2008,12,UA,N942UA,SLC,SFO,SLC-SFO,1
2008,12,UA,N942UA,DEN,SLC,DEN-SLC,1
2008,12,UA,N942UA,DEN,SMF,DEN-SMF,4
2008,12,UA,N942UA,DEN,STL,DEN-STL,1
2008,12,UA,N942UA,DEN,TUL,DEN-TUL,2
